selection_index,candidate_id,source_dataset,edit_type,instruction_original,local_caption,source_split,source_shard,source_row,source_record_id,source_group_id,scene_group_id,reference_categories,selection_tier,selection_focus
71,cb_train-00000-of-00007_0140,CompBench,add,add a similar-colored and taller sheep on the right side of the rightmost sheep in the flock,three white sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,140,214aeac3/0/00151.png,cb-src-0731052d66f086327fa4,cb-scene-214aeac3,extreme|side,A,extreme_or_superlative_instance|directional_instance
72,cb_train-00000-of-00007_0155,CompBench,add,add a fish on the upper left of the rightmost fish with similar color to other fishes,two yellow and black fishes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,155,28191f94/2/00024.png,cb-src-1f033d6b62c7063c1dae,cb-scene-28191f94,extreme|side,A,extreme_or_superlative_instance|directional_instance
73,cb_train-00000-of-00007_0285,CompBench,add,add a small bear with similar fur color on the right side of the topmost bear,a small brown bear,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,285,5a064706/0/00081.png,cb-src-687fee03ee5df7ad545c,cb-scene-5a064706,extreme|side,A,extreme_or_superlative_instance|directional_instance
74,cb_train-00000-of-00007_0299,CompBench,add,add a duck on the right side of the leftmost duck and other similar ducks,four yellow and black ducks,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,299,6149becc/0/00002.png,cb-src-eea1670f17723c038f5d,cb-scene-6149becc,extreme|side,A,extreme_or_superlative_instance|directional_instance
75,cb_train-00000-of-00007_0322,CompBench,add,add a similar goose on the left side of the leftmost goose,three grayish-white geese,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,322,733f2a02/0/00037.png,cb-src-0e8e0dc00a007e79581d,cb-scene-733f2a02,extreme|side,A,extreme_or_superlative_instance|directional_instance
76,cb_train-00000-of-00007_0323,CompBench,add,add a similar goose on the left side of the rightmost goose,two white geese,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,323,733f2a02/0/00050.png,cb-src-b774f63a213a85dcb689,cb-scene-733f2a02,extreme|side,A,extreme_or_superlative_instance|directional_instance
77,cb_train-00000-of-00007_0345,CompBench,add,add a bird on the upper left of the topmost bird in the flock,a white bird,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,345,7c6d3504/0/00005.png,cb-src-b6a2b71dda9ac91b1d51,cb-scene-7c6d3504,extreme|side,A,extreme_or_superlative_instance|directional_instance
78,cb_train-00001-of-00007_0001,CompBench,add,add a white fish on the left of the leftmost goldfish in the school of fish swimming upwards,a white fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,1,85aa3b0e/0/00121.png,cb-src-141fdf85a4df940a6f7f,cb-scene-85aa3b0e,extreme|side,A,extreme_or_superlative_instance|directional_instance
79,cb_train-00001-of-00007_0110,CompBench,add,add a black duck on the upper left of the rightmost duck in the group,a black duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,110,87fc565c/0/00122.png,cb-src-2f9b1abbaf46718ce1f7,cb-scene-87fc565c,extreme|side,A,extreme_or_superlative_instance|directional_instance
80,cb_train-00001-of-00007_0134,CompBench,add,add a brown goose facing the opposite direction on the upper right of the rightmost duck in the group of ducks,a gray goose,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,134,8d0d641a/2/00024.png,cb-src-eafac6b08170a838c968,cb-scene-8d0d641a,extreme|side,A,extreme_or_superlative_instance|directional_instance
81,cb_train-00001-of-00007_0150,CompBench,add,add a similar duck on the right side of the leftmost duck in the group of ducks,a gray duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,150,8d72533b/0/00023.png,cb-src-3499ba750ea1e1d52bf0,cb-scene-8d72533b,extreme|side,A,extreme_or_superlative_instance|directional_instance
82,cb_train-00001-of-00007_0160,CompBench,add,add a giraffe on the upper left of the leftmost giraffe with similar fur walking to the right,a giraffe,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,160,932542cd/0/00022.png,cb-src-93a773f4ca8c80ada038,cb-scene-932542cd,extreme|side,A,extreme_or_superlative_instance|directional_instance
83,cb_train-00001-of-00007_0168,CompBench,add,"add a rabbit on the right front of the rightmost rabbit in the group of rabbits, which has similar fur color, facing forward, and eating leaves",a white rabbit,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,168,93e22d48/6/00133.png,cb-src-31faf6558c1b36af987a,cb-scene-93e22d48,extreme|side,A,extreme_or_superlative_instance|directional_instance
84,cb_train-00001-of-00007_0206,CompBench,add,add a goldfish similar to the topmost goldfish on the right side of the black and white tailed fish,a goldfish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,206,9b5f0f47/0/00018.png,cb-src-dc2fe1ecabfb868d4b48,cb-scene-9b5f0f47,extreme|side,A,extreme_or_superlative_instance|directional_instance
85,cb_train-00001-of-00007_0253,CompBench,add,add a similar elephant on the left side of the rightmost elephant in the herd,an elephant and a baby elephant,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,253,a4457543/0/00023.png,cb-src-80114d68be0c7f70c190,cb-scene-a4457543,extreme|side,A,extreme_or_superlative_instance|directional_instance
86,cb_train-00001-of-00007_0268,CompBench,add,add a sheep on the left side of the leftmost goose walking to the right and similar to other sheep,a white sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,268,a92390a0/1/00055.png,cb-src-52d76069f9b68068deeb,cb-scene-a92390a0,extreme|side,A,extreme_or_superlative_instance|directional_instance
87,cb_train-00001-of-00007_0306,CompBench,add,add a chicken with similar feather color and facing right on the left side of the rightmost chicken in the group of chickens,three chickens,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,306,ac32a655/1/00073.png,cb-src-04b0fea993d841a6a7b1,cb-scene-ac32a655,extreme|side,A,extreme_or_superlative_instance|directional_instance
88,cb_train-00001-of-00007_0333,CompBench,add,add a zebra on below the small zebra under the middle zebra in the zebra group,a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,333,b33ade7c/5/00039.png,cb-src-e7384c942909de6ec3bf,cb-scene-b33ade7c,middle|relative,A,central_instance|relative_to_neighbor
89,cb_train-00001-of-00007_0351,CompBench,add,add a tiger with similar fur color walking on the left side of the leftmost tiger in the group of tigers,a tiger,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,351,b6f03bd9/0/00038.png,cb-src-51d593bbc88e9704abdc,cb-scene-b6f03bd9,extreme|side,A,extreme_or_superlative_instance|directional_instance
90,cb_train-00001-of-00007_0352,CompBench,add,add a similar duck on the right side of the leftmost duck in the group of ducks,a black duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,352,b7fb59c9/0/00002.png,cb-src-652a5435348e32db9f42,cb-scene-b7fb59c9,extreme|side,A,extreme_or_superlative_instance|directional_instance
91,cb_train-00002-of-00007_0008,CompBench,add,add a large monkey with similar fur color sitting on the right side of the leftmost monkey,a yellow monkey,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,8,cfc68a82/2/00023.png,cb-src-6ee5a3e19fcf3f6f7123,cb-scene-cfc68a82,extreme|side,A,extreme_or_superlative_instance|directional_instance
92,cb_train-00002-of-00007_0009,CompBench,add,add a fish on the upper side of the leftmost fish with similar color and facing left,a red-bodied black-spotted fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,9,cfd946b2/0/00063.png,cb-src-e610fb9a091196ecafb4,cb-scene-cfd946b2,extreme|side,A,extreme_or_superlative_instance|directional_instance
93,cb_train-00002-of-00007_0044,CompBench,add,"add a zebra on the right side of the rightmost zebra, with similar fur color and walking to the right",two zebras,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,44,d3ab52cc/0/00016.png,cb-src-ed0cd0b7dc0da04d06be,cb-scene-d3ab52cc,extreme|side,A,extreme_or_superlative_instance|directional_instance
94,cb_train-00002-of-00007_0130,CompBench,add,add a chicken on the right side of the leftmost chicken that is similar to other chickens,two brown chickens,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,130,f92cdae8/0/00039.png,cb-src-9470a5409201be93adaa,cb-scene-f92cdae8,extreme|side,A,extreme_or_superlative_instance|directional_instance
95,cb_train-00002-of-00007_0145,CompBench,add,add a giraffe on the right side of the leftmost giraffe that is similar to it,a giraffe,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,145,fe470104/0/00074.png,cb-src-d710d8e74d62e316faa8,cb-scene-fe470104,extreme|side,A,extreme_or_superlative_instance|directional_instance
96,cb_train-00002-of-00007_0276,CompBench,remove,remove the second giraffe from the rightmost,bushes and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,276,199995b5/3/00029.png,cb-src-507b73f025ba75655bd3,cb-scene-199995b5,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
97,cb_train-00002-of-00007_0375,CompBench,remove,remove the third zebra from the rightmost,ground and a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,375,29ff29f6/4/00021.png,cb-src-af2f7c3250e197f5c66b,cb-scene-29ff29f6,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
98,cb_train-00003-of-00007_0181,CompBench,remove,remove the second monkey from the rightmost,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,181,62132822/2/00013.png,cb-src-7bea378fb2b0b2764399,cb-scene-62132822,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
99,cb_train-00003-of-00007_0319,CompBench,remove,remove the second zebra from the rightmost,green grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,319,843d8f25/0/00046.png,cb-src-63e4f8fc8c420f557b0a,cb-scene-843d8f25,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
100,cb_train-00004-of-00007_0324,CompBench,remove,remove the second sheep from the leftmost,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,324,b4891f7f/3/00040.png,cb-src-8bf3766d629a13b33212,cb-scene-b4891f7f,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
101,cb_train-00004-of-00007_0339,CompBench,remove,remove the second duck from the leftmost,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,339,b7fb59c9/0/00001.png,cb-src-509b84fec1794016f26d,cb-scene-b7fb59c9,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
102,cb_train-00005-of-00007_0064,CompBench,remove,remove the second zebra from the rightmost,zebra and ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,64,d3ab52cc/0/00013.png,cb-src-fd460924895f42bc0712,cb-scene-d3ab52cc,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
103,cb_train-00005-of-00007_0227,CompBench,remove,remove the second bird from the rightmost,green water and sandy land,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,227,fdb2e432/5/00067.png,cb-src-fbd0630b7fe2bec8c5b5,cb-scene-fdb2e432,ordinal|extreme,A,ordinal_instance|extreme_or_superlative_instance
104,cb_train-00000-of-00007_0050,CompBench,add,"add a zebra on the left side of the group of zebras in the foreground, with its side facing and similar to the other zebras",a zebra,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,50,115da184/1/00010.png,cb-src-98aa453bb925f76ca0f0,cb-scene-115da184,side|exclusion,A,directional_instance|subset_by_exclusion
105,cb_train-00000-of-00007_0106,CompBench,add,add a turtle on the left of the forward-facing turtle below the leftmost turtle,a turtle,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,106,1dc0c9a0/1/00017.png,cb-src-cb12db4b9c6ea96fb6bc,cb-scene-1dc0c9a0,extreme|relative|side,A,extreme_or_superlative_instance|relative_to_neighbor|directional_instance
106,cb_train-00000-of-00007_0131,CompBench,add,add a duck similar to the other ducks on the upper right corner of the group of ducks,a brown duck,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,131,1e95ef5e/0/00007.png,cb-src-0d676621c983e5f3e88d,cb-scene-1e95ef5e,side|exclusion,A,directional_instance|subset_by_exclusion
107,cb_train-00000-of-00007_0395,CompBench,add,"add a plane on the right side of the bottom plane, with a size similar to the other planes",a gray plane,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,395,82a3db34/1/00114.png,cb-src-a8e765e197dbafa355b6,cb-scene-82a3db34,side|exclusion,A,directional_instance|subset_by_exclusion
108,cb_train-00001-of-00007_0180,CompBench,add,add a giraffe on the left side of the leftmost giraffe below the railing,a giraffe,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,180,9698f06e/2/00081.png,cb-src-ccd31752598da2c201bf,cb-scene-9698f06e,extreme|relative|side,A,extreme_or_superlative_instance|relative_to_neighbor|directional_instance
109,cb_train-00001-of-00007_0226,CompBench,add,add a bird on the upper right corner of the flock facing another white bird with similar color,a white pigeon,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,226,9ffb2818/3/00065.png,cb-src-b0520d5ffb67d67b8478,cb-scene-9ffb2818,side|exclusion,A,directional_instance|subset_by_exclusion
110,cb_train-00001-of-00007_0315,CompBench,add,add a yellow dog on the right side of the two dogs with a similar coat color to the other yellow dog and in a side profile facing left,a yellow dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00001-of-00007.parquet,315,ac7deb19/1/00013.png,cb-src-714533839cfd706c1276,cb-scene-ac7deb19,side|exclusion,A,directional_instance|subset_by_exclusion
111,cb_train-00002-of-00007_0006,CompBench,add,"add a monkey on the right of the stone pile walking to the right on the beam, similar to the other monkeys",a monkey,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,6,cfc68a82/1/00036.png,cb-src-442a6560006d450c23ff,cb-scene-cfc68a82,side|exclusion,A,directional_instance|subset_by_exclusion
112,cb_train-00002-of-00007_0041,CompBench,add,"add a deer on the left side of the group with its back facing and head toward the left, similar to the other deer",a deer,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,41,d0b507c3/0/00055.png,cb-src-bdd7f5d7a7c035fa6b94,cb-scene-d0b507c3,side|exclusion,A,directional_instance|subset_by_exclusion
113,cb_train-00002-of-00007_0068,CompBench,add,"add a yellow chicken on the left side of the group of chickens, facing left, similar in size to the other chickens",a yellow chicken,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,68,de2f2a6a/2/00129.png,cb-src-4e072c524f85fa5bfc63,cb-scene-de2f2a6a,side|exclusion,A,directional_instance|subset_by_exclusion
